--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
custom_data/test/01272.png	기                        	0.9683
custom_data/test/01284.png	직각                       	0.9978
custom_data/test/01287.png	직사각형                     	0.9156
custom_data/test/01301.png	한사꼭다                     	0.0919
custom_data/test/01306.png	가오                       	0.2260
custom_data/test/01308.png	나                        	0.9275
custom_data/test/01318.png	정사각형                     	0.8499
custom_data/test/01324.png	변                        	1.0000
custom_data/test/01339.png	직각사각형                    	0.6130
custom_data/test/01344.png	직각                       	0.9944
custom_data/test/01348.png	정사각형                     	0.9968
custom_data/test/01374.png	소                        	0.3192
custom_data/test/01385.png	직각직점                     	0.3572
custom_data/test/01387.png	각                        	0.9990
custom_data/test/01392.png	가                        	0.9995
custom_data/test/01393.png	미                        	0.6631
custom_data/test/01394.png	기난는                      	0.3440
custom_data/test/01396.png	너                        	0.3354
custom_data/test/01398.png	정사각형                     	0.8621
custom_data/test/01402.png	직각                       	0.9995
custom_data/test/01406.png	꼭짓점                      	0.9868
custom_data/test/01408.png	점                        	0.9996
custom_data/test/01423.png	각지                       	0.4389
custom_data/test/01432.png	직각길이                     	0.7404
custom_data/test/01436.png	기                        	0.9277
custom_data/test/01437.png	신                        	0.4324
custom_data/test/01447.png	신                        	0.4324
custom_data/test/01448.png	재미                       	0.9085
custom_data/test/01467.png	기                        	1.0000
custom_data/test/01469.png	꼭짓점                      	0.8661
custom_data/test/01488.png	직각                       	0.9627
custom_data/test/01491.png	직각                       	0.9731
custom_data/test/01496.png	꼭짓점                      	0.9991
custom_data/test/01497.png	길이                       	0.9999
custom_data/test/01512.png	정사각형                     	0.9918
custom_data/test/01518.png	각형                       	0.2894
custom_data/test/01521.png	낱말                       	0.9999
custom_data/test/01530.png	기                        	0.9825
custom_data/test/01534.png	안                        	0.4112
custom_data/test/01540.png	변                        	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
custom_data/test/01541.png	직각                       	0.9987
custom_data/test/01546.png	변                        	1.0000
custom_data/test/01555.png	기                        	0.9951
custom_data/test/01568.png	꼭짓점                      	0.9970
custom_data/test/01571.png	길이                       	0.9998
custom_data/test/01581.png	너                        	0.4655
custom_data/test/01584.png	정사각형                     	0.9505
custom_data/test/01585.png	스신                       	0.5124
custom_data/test/01587.png	직각각                      	0.7640
custom_data/test/01588.png	자가꼭짓직각                   	0.0032
custom_data/test/01590.png	직사각형                     	0.9655
custom_data/test/01593.png	정사각형                     	0.9976
custom_data/test/01595.png	재미                       	0.9981
custom_data/test/01596.png	가                        	0.9932
custom_data/test/01599.png	나                        	0.8477
custom_data/test/01615.png	직각                       	0.9987
custom_data/test/01622.png	가                        	0.9998
custom_data/test/01631.png	직각                       	0.9999
custom_data/test/01635.png	직각                       	0.9980
custom_data/test/01640.png	기                        	0.9972
custom_data/test/01648.png	너                        	0.3370
custom_data/test/01649.png	가                        	1.0000
custom_data/test/01651.png	이                        	0.7361
custom_data/test/01655.png	변                        	1.0000
custom_data/test/01657.png	직사각형                     	0.9223
custom_data/test/01659.png	직이직각                     	0.1567
custom_data/test/01663.png	직사각형                     	0.9937
custom_data/test/01668.png	직각                       	0.9970
custom_data/test/01674.png	가                        	0.9991
custom_data/test/01676.png	가나는                      	0.2594
custom_data/test/01691.png	집중                       	0.9999
custom_data/test/01695.png	내용정리                     	0.6345
custom_data/test/01702.png	제목                       	0.9993
custom_data/test/01716.png	제목                       	0.9999
custom_data/test/01724.png	다                        	1.0000
custom_data/test/01729.png	스크                       	0.6902
custom_data/test/01732.png	다                        	0.9999
custom_data/test/01760.png	각기둥한                     	0.1211
custom_data/test/01762.png	가속아                      	0.1215
custom_data/test/01763.png	신난다                      	0.9724
custom_data/test/01776.png	기뻐요.                     	0.9980
custom_data/test/01785.png	즐겁다                      	0.9963
custom_data/test/01786.png	기쁘다                      	0.9531
custom_data/test/01792.png	신나다                      	0.8222
custom_data/test/01795.png	즐겁다                      	0.5149
custom_data/test/01798.png	낱말                       	0.9931
custom_data/test/01816.png	차다                       	0.9744
custom_data/test/01870.png	고                        	0.8022
custom_data/test/01871.png	배추                       	0.9930
custom_data/test/01899.png	오이                       	0.9934
custom_data/test/01908.png	낱말                       	0.9998
custom_data/test/01913.png	민들리                      	0.1929
custom_data/test/01914.png	상아추                      	0.6232
custom_data/test/01925.png	가지                       	1.0000
custom_data/test/01926.png	고추                       	1.0000
custom_data/test/01971.png	재미                       	0.9999
custom_data/test/01975.png	배추                       	0.9974
custom_data/test/02000.png	w호박                      	0.2731
custom_data/test/02029.png	김치                       	0.7433
custom_data/test/02072.png	라                        	0.9532
custom_data/test/02081.png	툴립                       	0.3801
custom_data/test/02082.png	배추                       	0.9959
custom_data/test/02109.png	꽃다발                      	0.9991
custom_data/test/02112.png	둥                        	0.5841
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
custom_data/test/02130.png	지                        	0.9999
custom_data/test/02136.png	는                        	0.3746
custom_data/test/02152.png	이어말                      	0.6906
custom_data/test/02171.png	브로콜리                     	0.9943
custom_data/test/02179.png	오이                       	0.9963
custom_data/test/a007.png	는                        	0.5857
custom_data/test/a019.png	아이스                      	0.6982
custom_data/test/a020.png	들도도                      	0.3242
custom_data/test/a023.png	으                        	0.6640
custom_data/test/a026.png	우                        	0.9998
custom_data/test/a034.png	금                        	0.9985
custom_data/test/a036.png	치                        	0.9982
custom_data/test/a042.png	이                        	0.4006
custom_data/test/a045.png	두지                       	0.6102
custom_data/test/a048.png	늘을으스                     	0.2761
custom_data/test/a055.png	스크                       	0.9994
custom_data/test/a058.png	미                        	0.9999
custom_data/test/a060.png	있                        	0.8054
custom_data/test/a068.png	숨                        	0.7612
custom_data/test/a070.png	줄넘                       	0.9996
custom_data/test/a089.png	을                        	0.8737
custom_data/test/a095.png	날                        	0.7911
custom_data/test/a101.png	도차                       	0.9905
custom_data/test/a108.png	사진                       	0.9991
custom_data/test/a109.png	엄마                       	0.9991
custom_data/test/a115.png	방에                       	0.9583
custom_data/test/a132.png	다                        	0.9068
custom_data/test/a135.png	주                        	0.9996
custom_data/test/a144.png	자                        	0.7838
custom_data/test/a146.png	두                        	0.7912
custom_data/test/a149.png	이                        	1.0000
custom_data/test/a161.png	그                        	0.9809
custom_data/test/a162.png	사                        	0.9994
custom_data/test/a175.png	한테                       	0.9997
custom_data/test/a177.png	엉                        	0.9998
custom_data/test/a179.png	늘                        	1.0000
custom_data/test/a186.png	옥수수                      	0.9994
custom_data/test/a187.png	파                        	0.9892
custom_data/test/a199.png	보                        	0.9999
custom_data/test/a200.png	자                        	0.9997
custom_data/test/a202.png	국어                       	0.8685
custom_data/test/a204.png	좋꼭다.                     	0.3326
custom_data/test/a206.png	수                        	1.0000
custom_data/test/a209.png	또                        	0.9998
custom_data/test/a210.png	으                        	0.9998
custom_data/test/a225.png	오                        	0.9622
custom_data/test/a230.png	오                        	0.9999
custom_data/test/a231.png	야                        	0.9921
custom_data/test/a232.png	다                        	0.9999
custom_data/test/a234.png	프                        	0.9741
custom_data/test/a239.png	와이즈점                     	0.1643
custom_data/test/a247.png	사랑                       	0.9914
custom_data/test/a249.png	마                        	0.9999
custom_data/test/a253.png	리고                       	0.9986
custom_data/test/a255.png	오                        	0.6010
custom_data/test/a260.png	많이해주세요                   	0.8951
custom_data/test/a267.png	유                        	0.9999
custom_data/test/a277.png	오                        	1.0000
custom_data/test/a280.png	꼭목n                      	0.0303
custom_data/test/a298.png	야                        	1.0000
custom_data/test/a300.png	오                        	0.9934
custom_data/test/a309.png	오                        	1.0000
custom_data/test/a318.png	유                        	1.0000
custom_data/test/a320.png	야                        	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
custom_data/test/a321.png	가지                       	1.0000
custom_data/test/a322.png	유                        	1.0000
custom_data/test/a329.png	가지                       	0.9997
custom_data/test/a336.png	오                        	0.9249
custom_data/test/a344.png	야                        	1.0000
custom_data/test/a349.png	오                        	0.9979
custom_data/test/a365.png	오                        	1.0000
custom_data/test/a372.png	오                        	0.4734
custom_data/test/a373.png	오                        	1.0000
custom_data/test/a376.png	야                        	1.0000
custom_data/test/a377.png	오                        	0.9999
custom_data/test/a378.png	고구마                      	0.8799
custom_data/test/a389.png	가지                       	0.9999
custom_data/test/a395.png	야                        	1.0000
custom_data/test/a397.png	유                        	1.0000
custom_data/test/a402.png	유                        	1.0000
custom_data/test/a407.png	오                        	1.0000
custom_data/test/a409.png	가지                       	1.0000
custom_data/test/a410.png	이                        	1.0000
custom_data/test/a416.png	오                        	1.0000
custom_data/test/a419.png	가지                       	0.9997
custom_data/test/a427.png	가지                       	0.9994
custom_data/test/a430.png	야                        	0.9999
custom_data/test/a434.png	야                        	0.9995
custom_data/test/a439.png	유                        	0.9999
custom_data/test/a451.png	가지                       	0.9999
custom_data/test/a458.png	야                        	1.0000
custom_data/test/a462.png	작오으기                     	0.6869
custom_data/test/a467.png	바나나                      	0.9983
custom_data/test/a471.png	동그라미모양                   	0.5996
custom_data/test/a472.png	네모                       	0.9996
custom_data/test/a473.png	모양                       	0.9323
custom_data/test/a476.png	상자모양                     	0.9998
custom_data/test/a477.png	넷                        	0.9852
custom_data/test/a478.png	둘                        	0.7414
custom_data/test/a482.png	아l                       	0.7484
custom_data/test/a486.png	일                        	0.9999
custom_data/test/a489.png	오                        	1.0000
custom_data/test/a491.png	독                        	0.1701
custom_data/test/a499.png	육                        	1.0000
custom_data/test/a518.png	상자모양                     	0.9012
custom_data/test/a525.png	모양                       	0.9998
custom_data/test/a526.png	상자모양                     	0.8348
custom_data/test/a528.png	오각형                      	0.9994
custom_data/test/a538.png	오고l                      	0.4606
custom_data/test/a548.png	직선                       	0.8565
custom_data/test/a563.png	직각                       	0.9940
custom_data/test/a566.png	직각                       	0.9984
custom_data/test/a567.png	길이                       	0.6282
custom_data/test/a569.png	직각                       	0.9993
custom_data/test/a570.png	길이                       	1.0000
custom_data/test/a571.png	직각                       	0.9807
custom_data/test/a582.png	길이                       	0.9994
custom_data/test/a586.png	직각                       	0.9998
custom_data/test/a591.png	삼각기둥                     	0.8828
custom_data/test/a593.png	사각기둥                     	0.9956
custom_data/test/a599.png	같아                       	0.9740
